id,name,active
92,DanceBeatNoBeatDetected,1
93,DockEndDefault,1
94,DockLoopDefault,1
95,DockStartDefault,1
96,DriveEndAngry,1
97,DriveEndDefault,1
98,DriveEndHappy,1
99,DriveEndLaunch,1
100,DriveLoopAngry,1
101,DriveLoopDefault,1
102,DriveLoopHappy,1
103,DriveLoopLaunch,1
104,DriveOffChargerFarLeft,1
105,DriveOffChargerFarRight,1
106,DriveOffChargerLeft,1
107,DriveOffChargerRight,1
108,DriveOffChargerStraight,1
109,DriveStartAngry,1
110,DriveStartDefault,1
111,DriveStartHappy,1
112,DriveStartLaunch,1
113,EyeColorIdle,1
114,EyeColorGetIn,1
115,EyeColorGetOut,1
116,EyeColorSwitch,1
117,EyeContactLookLoop,1
118,ExploringHuhClose,1
119,ExploringHuhFar,1
120,ExploringLookAround,1
121,ExploringLookAtHuman,1
122,ExploringQuickScan,1
123,ExploringReactToHandGetIn,1
124,ExploringReactToHandDrive,1
125,ExploringReactToHandLift,1
126,ExploringReactToHandReaction,1
127,ExploringReactToHandGetOut,1
128,ExploringScanToLeft,1
129,ExploringScanToRight,1
130,ExploringScanCenterFromLeft,1
131,ExploringScanCenterFromRight,1
132,FacePlantRoll,1
133,FacePlantRollArmUp,1
134,FailedToRightFromFace,1
135,FetchCubeFailure,1
136,FetchCubeSetDown,1
137,FetchCubeSuccess,1
138,FoundFace,1
139,FindCubeReactToCube,1
140,FindCubeTurns,1
141,FindCubeWaitLoop,1
142,FistBumpIdle,1
143,FistBumpRequestOnce,1
144,FistBumpRequestRetry,1
145,FistBumpSuccess,1
146,FistBumpLeftHanging,1
147,FlipDownFromBack,1
148,FrustratedByFailureMajor,1
149,Feedback_GoodRobot,1
150,Feedback_BadRobot,1
151,Feedback_ShutUp,1
152,Feedback_BeQuiet,1
153,Feedback_Apology,1
154,Feedback_ILoveYou,1
155,Feedback_MeanWords,1
156,GoToSleepGetIn,1
157,GoToSleepOff,1
158,GoToSleepSleeping,1
159,GazingLookAtFacesGetInLeft,1
160,GazingLookAtFacesGetInRight,1
161,GazingLookAtFacesTurnLeft,1
162,GazingLookAtFacesTurnRight,1
163,GazingLookAtSurfacesGetInLeft,1
164,GazingLookAtSurfacesGetInRight,1
165,GazingLookAtSurfaceReaction,1
166,GazingLookAtSurfaceTurnLeft,1
167,GazingLookAtSurfacesTurnRight,1
168,GazingLookAtVectorReaction,1
169,HighTemperatureWarningFace,1
170,HeldOnPalmEdgeNervous,1
171,HeldOnPalmEdgeRelaxed,1
172,HeldOnPalmGetInNervous,1
173,HeldOnPalmGetInRelaxed,1
174,HeldOnPalmReactToJolt,1
175,HeldOnPalmLookingNervous,1
176,HeldOnPalmNestling,1
177,HeldOnPalmPickupNervous,1
178,HeldOnPalmPickupRelaxed,1
179,HeldOnPalmPutDownNervous,1
180,HeldOnPalmPutDownRelaxed,1
181,HeldOnPalmRollOff,1
182,HeldOnPalmTransitionToRelaxed,1
183,SeasonalHappyHolidays,1
184,SeasonalHappyNewYear,1
185,ICantDoThat,1
186,InitialWakeUp,1
187,InteractWithFaceTrackingIdle,1
188,InteractWithFacesInitialNamed,1
189,InteractWithFacesInitialUnnamed,1
190,InvestigateHeldCubeGetIn,1
191,InvestigateHeldCubeGetOutBored,1
192,InvestigateHeldCubeGetOutCubeLost,1
193,InvestigateHeldCubeOnSetDown,1
194,InvestigateHeldCubeTrackingLoop,1
195,KnowledgeGraphGetIn,1
196,KnowledgeGraphListening,1
197,KnowledgeGraphSearchingGetIn,1
198,KnowledgeGraphSearching,1
199,KnowledgeGraphSearchingGetOutSuccess,1
200,KnowledgeGraphSearchingFail,1
201,KnowledgeGraphSearchingFailGetOut,1
202,KnowledgeGraphAnswer,1
203,KnowledgeGraphGetOut,1
204,KnowledgeGraphSuccessReaction,1
205,LookAround,1
206,LookAtDevice,1
207,LookAtDeviceGetIn,1
208,LookAtDeviceGetOut,1
209,LookInPlaceForFacesBodyPause_Active,1
210,LookInPlaceForFacesBodyPause,1
211,LookInPlaceForFacesHeadMovePause,1
212,LookAtUserEndearingly,1
213,LowlightChargerSearchGetin,1
214,LowlightChargerSearchLoop,1
215,LowlightChargerSearchGetout,1
216,MeetVictorConfusion,1
217,MeetVictorGetIn,1
218,MeetVictorLookFace,1
219,MeetVictorLookFaceInterrupt,1
220,MeetVictorSayName,1
221,MeetVictorSayNameAgain,1
222,MeetVictorSawWrongFace,1
223,MeetVictorDuplicateName,1
224,MessagingMessageGetIn,1
225,MessagingMessageLoop,1
226,MessagingMessageGetOut,1
227,MessagingMessageRecordReaction,1
228,MessagingMessageDeletedShort,1
229,MessagingMessageRewind,1
230,MovementDriveForward,1
231,MovementDriveBackward,1
232,MovementTurnLeft,1
233,MovementTurnRight,1
234,MovementTurnAround,1
235,NoCloudGetIn,1
236,NoCloudIcon,1
237,NoWifiGetIn,1
238,NoWifiSearching,1
239,NoWifiIcon,1
240,NeutralFace,1
241,NothingToDoBoredIdle,1
242,ObservingIdleEyesOnly,1
243,ObservingIdleWithHeadLookingStraight,1
244,ObservingIdleWithHeadLookingUp,1
245,ObservingLookStraight,1
246,ObservingLookUp,1
247,ObservingOnCharger,1
248,ObservingOnChargerGetIn,1
249,ObservingOnChargerGetOut,1
250,OnboardingComeHere,1
251,OnboardingComeHereGetOut,1
252,OnboardingCubeDriveGetIn,1
253,OnboardingCubeDriveGetOut,1
254,OnboardingCubeDriveLoop,1
255,OnboardingCubeHuh,1
256,OnboardingDriveOffCharger,1
257,OnboardingDriveOffCharger_1p0,1
258,OnboardingLookAtUserGetOut_1p0,1
259,OnboardingLookAround,1
260,OnboardingLookDown,1
261,OnboardingLookForCube,1
262,OnboardingLookAtPhoneUp,1
263,OnboardingLookAtPhoneLoop,1
264,OnboardingLookAtPhoneDown,1
265,OnboardingLookAtUser,1
266,OnboardingListenGetIn,1
267,OnboardingListenGetOut,1
268,OnboardingReactToFaceHappy,1
269,OnboardingWakeUp,1
270,OnboardingWakeWordGetIn,1
271,OnboardingWakeWordSuccess,1
272,PettingLevel1,1
273,PettingLevel2,1
274,PettingLevel3,1
275,PettingLevel4,1
276,PettingLevel1Getout,1
277,PettingLevel2Getout,1
278,PettingLevel3Getout,1
279,PettingLevel4Getout,1
280,PettingBlissLoop,1
281,PettingBlissGetout,1
282,PickupCubePreperation,1
283,PickupCubeRetry,1
284,PickupCubeSuccess,1
285,PlaceCubeByChargerFail,1
286,PlaceCubeByChargerReactToCharger,1
287,PlaceCubeByChargerSuccess,1
288,PlanningGetIn,1
289,PlanningLoop,1
290,PlanningGetOut,1
291,PokeObjectGetIn,1
292,PokeObjectDriveLoop,1
293,PokeObjectGetOut,1
294,PopAWheelieInitial,1
295,PopAWheeliePreActionNamedFace,1
296,PopAWheeliePreActionUnnamedFace,1
297,PopAWheelieRealign,1
298,PopAWheelieRetry,1
299,PounceFail,1
300,PounceSuccess,1
301,PounceWProxForward,1
302,PRDemoGreeting,1
303,PutDownBlockKeepAlive,1
304,PutDownBlockPutDown,1
305,ReactToCliff,1
306,ReactToCliffBack,1
307,ReactToCliffBackLeft,1
308,ReactToCliffBackRight,1
309,ReactToCliffFront,1
310,ReactToCliffFrontLeft,1
311,ReactToCliffFrontRight,1
312,ReactToCliffTurnLeft60,1
313,ReactToCliffTurnLeft120,1
314,ReactToCliffTurnLeft180,1
315,ReactToCliffTurnRight60,1
316,ReactToCliffTurnRight120,1
317,ReactToCliffTurnRight180,1
318,ReactToCubeSearchForCubeLvl1,1
319,ReactToCubeSearchForCubeLvl2,1
320,ReactToCubeSearchForCubeLvl3,1
321,ReactToCubeTapCubeFound,1
322,ReactToCubeTapCubeNotFound,1
323,ReactToCubeTapCubeTappedLvl1,1
324,ReactToCubeTapCubeTappedLvl2,1
325,ReactToCubeTapCubeTappedLvl3,1
326,ReactToCubeTapInteractionGetOut,1
327,ReactToCubeTapInteractionLoop,1
328,ReactToDarkness,1
329,ReactToGoodBye,1
330,ReactToGoodMorning,1
331,ReactToGoodNight,1
332,ReactToGreeting,1
333,ReactToHabitat,1
334,ReactToMotionLeft,1
335,ReactToMotionTurnLeft,1
336,ReactToMotionRight,1
337,ReactToMotionTurnRight,1
338,ReactToMotionUp,1
339,ReactToMotionTurnUp,1
340,ReactToMotionLeftGetout,1
341,ReactToMotionRightGetout,1
342,ReactToMotionUpGetout,1
343,ReactToObstacle,1
344,ReactToOnLeftSideGetIn,1
345,ReactToOnLeftSideLoop,1
346,ReactToOnRightSideGetIn,1
347,ReactToOnRightSideLoop,1
348,ReactToOnSideEffort,1
349,ReactToOnSideGetOut,1
350,ReactToPerchedOnBlock,1
351,ReactToPickupInitial,1
352,ReactToPickupLoop,1
353,ReactToPutDown,1
354,ReactToShake_GetIn,1
355,ReactToShake_Lvl1Loop,1
356,ReactToShake_Lvl1Waiting,1
357,ReactToShake_Lvl1InHand,1
358,ReactToShake_Lvl1OnGround,1
359,ReactToShake_Lvl2Loop,1
360,ReactToShake_Lvl2Waiting,1
361,ReactToShake_Lvl2InHand,1
362,ReactToShake_Lvl2OnGround,1
363,ReactToShake_Lvl3Loop,1
364,ReactToShake_Lvl3Waiting,1
365,ReactToShake_Lvl3InHand,1
366,ReactToShake_Lvl3OnGround,1
367,ReactToShakeSnowGlobe_GetIn,1
368,ReactToShakeSnowGlobe_Lvl1Loop,1
369,ReactToShakeSnowGlobe_Lvl1Waiting,1
370,ReactToShakeSnowGlobe_Lvl1InHand,1
371,ReactToShakeSnowGlobe_Lvl1OnGround,1
372,RTS_OffCharger_Sleep_Ambient,1
373,RTS_OffCharger_Sleep_Front,1
374,RTS_OffCharger_Sleep_30Left,1
375,RTS_OffCharger_Sleep_30Right,1
376,RTS_OffCharger_Sleep_60Left,1
377,RTS_OffCharger_Sleep_60Right,1
378,RTS_OffCharger_Sleep_Left,1
379,RTS_OffCharger_Sleep_Right,1
380,RTS_OffCharger_Sleep_120Left,1
381,RTS_OffCharger_Sleep_120Right,1
382,RTS_OffCharger_Sleep_150Left,1
383,RTS_OffCharger_Sleep_150Right,1
384,RTS_OffCharger_Sleep_Back,1
385,RTS_OnCharger_Sleep_Ambient,1
386,RTS_OnCharger_Sleep_Front,1
387,RTS_OnCharger_Sleep_30Left,1
388,RTS_OnCharger_Sleep_30Right,1
389,RTS_OnCharger_Sleep_60Left,1
390,RTS_OnCharger_Sleep_60Right,1
391,RTS_OnCharger_Sleep_Left,1
392,RTS_OnCharger_Sleep_Right,1
393,RTS_OnCharger_Sleep_120Left,1
394,RTS_OnCharger_Sleep_120Right,1
395,RTS_OnCharger_Sleep_150Left,1
396,RTS_OnCharger_Sleep_150Right,1
397,RTS_OnCharger_Sleep_Back,1
398,RTS_OffCharger_Awake_Ambient,1
399,RTS_OffCharger_Awake_Front,1
400,RTS_OffCharger_Awake_30Left,1
401,RTS_OffCharger_Awake_30Right,1
402,RTS_OffCharger_Awake_60Left,1
403,RTS_OffCharger_Awake_60Right,1
404,RTS_OffCharger_Awake_Left,1
405,RTS_OffCharger_Awake_Right,1
406,RTS_OffCharger_Awake_120Left,1
407,RTS_OffCharger_Awake_120Right,1
408,RTS_OffCharger_Awake_150Left,1
409,RTS_OffCharger_Awake_150Right,1
410,RTS_OffCharger_Awake_Back,1
411,RTS_OnCharger_Awake_Ambient,1
412,RTS_OnCharger_Awake_Front,1
413,RTS_OnCharger_Awake_30Left,1
414,RTS_OnCharger_Awake_30Right,1
415,RTS_OnCharger_Awake_60Left,1
416,RTS_OnCharger_Awake_60Right,1
417,RTS_OnCharger_Awake_Left,1
418,RTS_OnCharger_Awake_Right,1
419,RTS_OnCharger_Awake_120Left,1
420,RTS_OnCharger_Awake_120Right,1
421,RTS_OnCharger_Awake_150Left,1
422,RTS_OnCharger_Awake_150Right,1
423,RTS_OnCharger_Awake_Back,1
424,ReactToTouchInitial,1
425,ReactToTriggerWordOffChargerFrontLeft,1
426,ReactToTriggerWordOffChargerFrontRight,1
427,ReactToTriggerWordOffChargerLeft,1
428,ReactToTriggerWordOffChargerRight,1
429,ReactToTriggerWordOffChargerBehind,1
430,ReactToTriggerWordOffChargerBehindLeft,1
431,ReactToTriggerWordOffChargerBehindRight,1
432,ReactToUnclaimedIntent,1
433,ReactToUnclaimedIntentInAir,1
434,ReactToUnexpectedMovement,1
435,RollBlockRealign,1
436,RollBlockRetry,1
437,RollBlockSuccess,1
438,SoundOnlyLiftEffortPickup,1
439,SoundOnlyLiftEffortPlaceHigh,1
440,SoundOnlyLiftEffortPlaceLow,1
441,SoundOnlyLiftEffortPlaceRoll,1
442,StuckOnEdgeGetIn,1
443,StuckOnEdgeIdle,1
444,StuckOnEdgeLeftGetIn,1
445,StuckOnEdgeLeftIdle,1
446,StuckOnEdgeRightGetIn,1
447,StuckOnEdgeRightIdle,1
448,SuccessfulWheelie,1
449,TimerCancelGetIn,1
450,TimerCancelTimer,1
451,TimerCheckTimeGetIn,1
452,TimerCheckTimeGetOut,1
453,TimerSetGetIn,1
454,TimerSetGetOut,1
455,TimerRingGetIn,1
456,TimerRing,1
457,TimerRingGetOut,1
458,TakeAPictureCapture,1
459,TakeAPictureFocusing,1
460,TextToSpeechGetIn,1
461,TextToSpeechGetLoop,1
462,TextToSpeechGetOut,1
463,UnitTestAnim,1
464,VC_ListeningGetIn,1
465,VC_ListeningLoop,1
466,VC_ListeningGetOut,1
467,VC_SleepingToListeningGetIn,1
468,VC_SleepingToListeningLoop,1
469,VC_SleepingToListeningGetOut,1
470,VC_IntentNeutral,1
471,VolumeLevel1,1
472,VolumeLevel2,1
473,VolumeLevel3,1
474,VolumeLevel4,1
475,VolumeLevel5,1
476,WakeupGetout,1
477,GreetAfterLongTime,1
